Symbol,Company Name,Security Type,Sector,Industry,Sub-Industry
LITRF,Lithium Royalty Corp,Common Stock,Materials,Metals & Mining,Diversified Metals & Mining
CNRSF,Canadian North Resources Inc,Common Stock,Materials,Metals & Mining,Diversified Metals & Mining
USGO,US GoldMining Inc,Common Stock,Materials,Metals & Mining,Diversified Metals & Mining
CAMNF,Cascadia Minerals Ltd,Common Stock,Materials,Metals & Mining,Diversified Metals & Mining
LAC,Lithium Americas Corp,Common Stock,Materials,Metals & Mining,Diversified Metals & Mining
LAAC,Lithium Americas (Argentina) Corp,Common Stock,Materials,Metals & Mining,Diversified Metals & Mining
ATSG,Air Transport Services Group Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
AIRT,Air T Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
CHRW,C.H. Robinson Worldwide Inc.,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
EXPD,Expeditors International of Washington Inc.,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
FDX,FedEx Corp.,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
FWRD,Forward Air Corp,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
RLGT,Radiant Logistics Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
HUBG,Hub Group Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
UPS,United Parcel Service Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
CLGZF,Hutech21 Co Ltd,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
CNGT,Cannagistics Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
TLSS,Transportation & Logistics Systems Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
PDPTF,PUDO Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
TTNMF,Titanium Transportation Group Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
ATXG,Addentax Group Corp,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
PTNYF,Parcelpal Logistics Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
FRGT,Freight Technologies Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
GXO,GXO Logistic Inc,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
CRGO,Freightos Ltd,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
PSIG,PS International Group Ltd,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
SFWL,Shengfeng Development Ltd,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
JYD,Jayud Global Logistics Ltd,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
GVH,Globavend Holdings Ltd,Common Stock,Industrials,Air Freight & Logistics,Air Freight & Logistics
AAON,AAON Inc,Common Stock,Industrials,Building Products,Building Products
AMWD,American Woodmark Corp,Common Stock,Industrials,Building Products,Building Products
AOS,A. O. Smith Corp,Common Stock,Industrials,Building Products,Building Products
APOG,Apogee Enterprises Inc,Common Stock,Industrials,Building Products,Building Products
APT,Alpha Pro Tech Ltd,Common Stock,Industrials,Building Products,Building Products
AZZ,AZZ Inc,Common Stock,Industrials,Building Products,Building Products
CSL,Carlisle Cos Inc,Common Stock,Industrials,Building Products,Building Products
GFF,Griffon Corp.,Common Stock,Industrials,Building Products,Building Products
IIIN,Insteel Industries Inc,Common Stock,Industrials,Building Products,Building Products
TT,Trane Technologies plc,Common Stock,Industrials,Building Products,Building Products
JCTCF,Jewett-Cameron Trading Co Ltd,Common Stock,Industrials,Building Products,Building Products
LII,Lennox International Inc.,Common Stock,Industrials,Building Products,Building Products
MAS,Masco Corporation,Common Stock,Industrials,Building Products,Building Products
ROCK,Gibraltar Industries Inc,Common Stock,Industrials,Building Products,Building Products
SSD,Simpson Manufacturing Co. Inc.,Common Stock,Industrials,Building Products,Building Products
TREX,Trex Co Inc,Common Stock,Industrials,Building Products,Building Products
JCI,Johnson Controls International Plc,Common Stock,Industrials,Building Products,Building Products
UFPI,UFP Industries Inc,Common Stock,Industrials,Building Products,Building Products
MMIO,Marmion Industries Corp,Common Stock,Industrials,Building Products,Building Products
LPPI,LEEP Inc,Common Stock,Industrials,Building Products,Building Products
BLDR,Builders FirstSource Inc,Common Stock,Industrials,Building Products,Building Products
DLYT,Dais Corp,Common Stock,Industrials,Building Products,Building Products
OC,Owens Corning,Common Stock,Industrials,Building Products,Building Products
AWI,Armstrong World Industries Inc,Common Stock,Industrials,Building Products,Building Products
NX,Quanex Building Products Corp,Common Stock,Industrials,Building Products,Building Products
CEAD,CEA Industries Inc,Common Stock,Industrials,Building Products,Building Products
FBIN,Fortune Brands Innovations Inc,Common Stock,Industrials,Building Products,Building Products
CSTE,Caesarstone Ltd,Common Stock,Industrials,Building Products,Building Products
ZWS,Zurn Elkay Water Solutions Corp,Common Stock,Industrials,Building Products,Building Products
TGLS,Tecnoglass Inc,Common Stock,Industrials,Building Products,Building Products
ALLE,Allegion PLC,Common Stock,Industrials,Building Products,Building Products
WMS,Advanced Drainage Systems Inc,Common Stock,Industrials,Building Products,Building Products
CSWI,CSW Industrials Inc,Common Stock,Industrials,Building Products,Building Products
AFIIQ,Armstrong Flooring Inc,Common Stock,Industrials,Building Products,Building Products
JELD,JELD-WEN Holding Inc,Common Stock,Industrials,Building Products,Building Products
REZI,Resideo Technologies Inc,Common Stock,Industrials,Building Products,Building Products
JBI,Janus International Group Inc,Common Stock,Industrials,Building Products,Building Products
CARR,Carrier Global Corp,Common Stock,Industrials,Building Products,Building Products
AZEK,AZEK Company Inc (The),Common Stock,Industrials,Building Products,Building Products
AUVIQ,Applied UV Inc,Common Stock,Industrials,Building Products,Building Products
HAYW,Hayward Holdings Inc,Common Stock,Industrials,Building Products,Building Products
CAPT,Captivision Inc,Common Stock,Industrials,Building Products,Building Products
ILAG,Intelligent Living Application Group Inc,Common Stock,Industrials,Building Products,Building Products
MBC,MasterBrand Inc,Common Stock,Industrials,Building Products,Building Products
NCL,Northann Corp,Common Stock,Industrials,Building Products,Building Products
ABM,ABM Industries Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GLEC,Global Ecology Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ACU,Acme United Corp,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
EXPH,Expo Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
MHHC,MHHC Enterprises Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
ARC,ARC Document Solutions Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
AWX,Avalon Holdings Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BNET,Bion Environmental Tech Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BRC,Brady Corp,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
CECO,CECO Environmental Corp.,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CEOA,CEO America Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
CREG,Smart Powerr Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CHMP,Champion Industries Inc,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
CIX,CompX International Inc.,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
CLH,Clean Harbors Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CPRT,Copart Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
CTAS,Cintas Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
CWST,Casella Waste Systems Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CXIA,Commodore Applied Technologies Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ADSV,Allied Security Innovations Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
MEEC,Midwest Energy Emissions Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
DIAAF,Diamant Art Corp,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
DION,Dionics Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
DLX,Deluxe Corp,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
DSS,DSS Inc,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
EBF,Ennis Inc,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
EFTI,Earthfirst Technologies Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
FTEK,Fuel Tech Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GARB,Garb Oil & Power Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GEECF,Global Environmental Energy Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
EVSP,Environmental Service Professionals Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GRNO,Green Oasis Environmental Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
HCSG,Healthcare Services Group Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
HNI,HNI Corp,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
ETII,EnviroTechnologies International Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
NVRI,Enviri Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
NSGP,NewStream Energy Technologies Group Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
DTSL,Delivery Technologies Solutions Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
TILE,Interface Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
EMHI,East Morgan Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
IPWG,International Power Group Ltd,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ISON,Isonics Corp,Common Stock,Industrials,Commercial Services & Supplies,Security & Alarm Services
KOLR,Kolorfusion International Inc,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
UNDR,UnderSea Recovery Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
LMTI,Laser Master International Inc,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
MATW,Matthews International Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
INOH,In Ovations Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
MLKN,MillerKnoll Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
MSA,MSA Safety Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
ARAO,AuraSource Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
WHLM,Wilhelmina International Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
NL,NL Industries Inc.,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
NMSCA,Nutrition Management Services Co,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
OMEX,Odyssey Marine Exploration Inc.,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
PAWH,Pennsylvania Warehousing & Safe Deposit,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
PBI,Pitney Bowes Inc.,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
PESI,Perma Fix Environmental Services Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CEVE,Ceres Ventures Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
RBA,RB Global Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
RINO,RINO International Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ROL,Rollins Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
RSG,Republic Services Inc.,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SCS,Steelcase Inc.,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
SLLN,Searchlight Solutions Ltd,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
SLUP,Solucorp Industries Ltd,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SENR,Strategic Environmental & Energy Resources Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SRCL,Stericycle Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GMND,Green Mountain Development Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
TISI,Team Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
EKNL,EKO International Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
TRTI,Transtech Industries Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
TTEK,Tetra Tech Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
TXMC,Tirex Corp (The),Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
UNF,UniFirst Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
VIRC,Virco Mfg. Corp,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
VSEC,VSE Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
VVI,Viad Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
WCN,Waste Connections Inc.,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
WM,Waste Management Inc.,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CIWT,China Industrial Waste Management Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SPOI,SPO Networks Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
NTUR,Natural Blue Resources Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GTGP,Global Technologies Group Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
VSPC,Viaspace Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
ENCS,Encore Energy Systems Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
INSO,Industry Source Consulting Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ACCO,ACCO Brands Corp,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
ARWD,Arrow Resources Development Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CMPR,Cimpress PLC,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
USRI,USA Recycling Industries Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
OFSTF,Carbon Streaming Corporation,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
LQDT,Liquidity Services Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
DCMDF,Data Communications Management Corp,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
EBWK,Enigma-Bulwark Ltd,Common Stock,Industrials,Commercial Services & Supplies,Security & Alarm Services
SFBE,Sino Bioenergy Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SAYFF,3 Sixty Risk Solutions Ltd,Common Stock,Industrials,Commercial Services & Supplies,Security & Alarm Services
MJWL,Majic Wheels Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
TOMZ,TOMI Environmental Solutions Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GPRC,Guanwei Recycling Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BCO,Brink's Co (The),Common Stock,Industrials,Commercial Services & Supplies,Security & Alarm Services
QRHC,Quest Resource Holding Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
KAR,OPENLANE Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
BDIMF,Black Diamond Group Ltd,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
QUAD,Quad/Graphics Inc,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
PYRGF,PyroGenesis Canada Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BCCEF,BacTech Environmental Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
JPEX,JPX Global Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SECUF,SSC Security Services Corp,Common Stock,Industrials,Commercial Services & Supplies,Security & Alarm Services
CESX,CES Synergies Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
RENO,Renovare Environmental Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
CVEO,Civeo Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
GWAV,Greenwave Technology Solutions Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SNTW,Summit Networks Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
AQMS,Aqua Metals Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ESTRF,Estre Ambiental Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
AREB,American Rebel Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
ECLMF,Ecolomondo Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BV,BrightView Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
TESI,Titan Environmental Solutions Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GFL,GFL Environmental Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SHPWQ,Shapeways Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Commercial Printing
MEG,Montrose Environmental Group Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
AMBI,Ambipar Emergency Response,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
GFAI,Guardforce AI Co Ltd,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
LICY,Li-Cycle Holdings Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
DRVN,Driven Brands Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
BAER,Bridger Aerospace Group Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
ACVA,ACV Auctions Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
RMCO,Royalty Management Holding Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BEEP,Mobile Infrastructure Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SNTG,Sentage Holdings Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
ROOOF,Northstar Clean Technologies Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
LNZA,LanzaTech Global Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
ARIS,Aris Water Solutions Inc,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
KSCP,Knightscope Inc,Common Stock,Industrials,Commercial Services & Supplies,Security & Alarm Services
ESGL,ESGL Holdings Ltd,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
BTM,Bitcoin Depot Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
EICCF,E Automotive Inc,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
YIBO,Planet Image International Ltd,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
CDTG,CDT Environmental Technology Investment Holdings L,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
VSTS,Vestis Corp,Common Stock,Industrials,Commercial Services & Supplies,Diversified Support Services
VLTO,Veralto Corp,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
PMEC,Primech Holdings Ltd,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
SUGP,SU Group Holdings Ltd,Common Stock,Industrials,Commercial Services & Supplies,Security & Alarm Services
ROMA,Roma Green Finance Ltd,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
YYGH,YY Group Holding Ltd,Common Stock,Industrials,Commercial Services & Supplies,Environmental & Facilities Services
RECT,Rectitude Holdings Ltd,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
EHGO,Eshallgo Inc,Common Stock,Industrials,Commercial Services & Supplies,Office Services & Supplies
AGX,Argan Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
TLDN,Telidyne Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
ATCN,Atec Inc/TX,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
AVEW,AVEW Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
BRANF,Baran Group Ltd,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
DY,Dycom Industries Inc.,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
EME,EMCOR Group Inc.,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
FIX,Comfort Systems USA Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
FLR,Fluor Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
GVA,Granite Construction Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
MDU,MDU Resources Group Inc.,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
MTRX,Matrix Service Co,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
MTZ,MasTec Inc.,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
NCRA,Nocera Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
NWPX,Northwest Pipe Co,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
TPC,Tutor Perini Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
PWR,Quanta Services Inc.,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
STN,Stantec Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
DBMG,DBM Global Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
STRL,Sterling Infrastructure Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
THPHF,Thinkpath Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
VMI,Valmont Industries Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
ATMO,AmericaTowne Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
IESC,IES Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
PRIM,Primoris Services Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
GLDD,Great Lakes Dredge & Dock Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
ORN,Orion Group Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
ACM,AECOM,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
WLMSQ,Williams Industrial Services Group Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
MYRG,MYR Group Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
VATE,INNOVATE Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
AMRC,Ameresco Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
FER,FERROVIAL SE,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
LMB,Limbach Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
WSC,WillScot Holdings Corporation,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
ISUNQ,iSun Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
SGBX,Safe & Green Holdings Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
BBCP,Concrete Pumping Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
ROAD,Construction Partners inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
ACA,Arcosa Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
APG,APi Group Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
BWMN,Bowman Consulting Group Ltd,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
SLND,Southland Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
SUUN,SolarBank Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
WLGS,WANG & LEE GROUP Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
SHIM,Shimmick Corp,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
CTRI,Centuri Holdings Inc,Common Stock,Industrials,Construction & Engineering,Construction & Engineering
AACS,American Commerce Solution Inc,Common Stock,Industrials,Ground Transportation,Passenger Ground Transportation
ARCB,ArcBest Corp,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
AZNVF,AZN Capital Corp,Common Stock,Industrials,Ground Transportation,Passenger Ground Transportation
CAR,Avis Budget Group Inc,Common Stock,Industrials,Ground Transportation,Passenger Ground Transportation
CGIP,Celadon Group Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
CNI,Canadian National Railway Co,Common Stock,Industrials,Ground Transportation,Rail Transportation
CP,Canadian Pacific Kansas City Ltd,Common Stock,Industrials,Ground Transportation,Rail Transportation
CSX,CSX Corp,Common Stock,Industrials,Ground Transportation,Rail Transportation
CVLG,Covenant Logistics Group Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
HTLD,Heartland Express Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
JBHT,J.B. Hunt Transport Services Inc.,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
KNX,Knight-Swift Transportation Holdings Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
LSTR,Landstar System Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
MRTN,Marten Transport Ltd,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
EVOA,EVO Transportation & Energy Services Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
NSC,Norfolk Southern Corp,Common Stock,Industrials,Ground Transportation,Rail Transportation
ODFL,Old Dominion Freight Line Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
PTSI,P.A.M. Transportation Services Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
R,Ryder System Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
SAIA,Saia Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
XPO,XPO Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
TFII,TFI International Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
UHAL,U-Haul Holding Co,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
UNP,Union Pacific Corp,Common Stock,Industrials,Ground Transportation,Rail Transportation
WERN,Werner Enterprises Inc.,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
YELLQ,Yellow Corp,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
ULH,Universal Logistics Holdings Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
URAL,United Rail Inc,Common Stock,Industrials,Ground Transportation,Rail Transportation
SNDR,Schneider National Inc,Common Stock,Industrials,Ground Transportation,Cargo Ground Transportation
HYREQ,Hyrecar Inc,Common Stock,Industrials,Ground Transportation,Passenger Ground Transportation
