Symbol,Company Name,Security Type,Sector,Industry,Sub-Industry
SID,Companhia Siderurgica Nacional,Depository Receipt,Materials,Metals & Mining,Steel
SIM,Grupo Simec SA De C.V.,Depository Receipt,Materials,Metals & Mining,Steel
SPPJY,Sappi Ltd,Depository Receipt,Materials,Paper & Forest Products,Paper Products
SQM,Sociedad Quimica y Minera de Chile SA Soqimich,Depository Receipt,Materials,Chemicals,Specialty Chemicals
SSL,Sasol Ltd,Depository Receipt,Materials,Chemicals,Diversified Chemicals
SUZ,Suzano SA,Depository Receipt,Materials,Paper & Forest Products,Paper Products
TRYIY,Toray Industries Inc,Depository Receipt,Materials,Chemicals,Commodity Chemicals
USNZY,Usinas Siderurgicas De Minas Gerais SA-Usiminas,Depository Receipt,Materials,Metals & Mining,Steel
YARIY,Yara International ASA,Depository Receipt,Materials,Chemicals,Fertilizers & Agricultural Chemicals
TATLY,Tata Steel Ltd,Depository Receipt,Materials,Metals & Mining,Steel
UCLQF,Ultra Tech Cement Ltd,Depository Receipt,Materials,Construction Materials,Construction Materials
TX,Ternium S A,Depository Receipt,Materials,Metals & Mining,Steel
ARKAY,Arkema,Depository Receipt,Materials,Chemicals,Specialty Chemicals
SMSMY,Sims Ltd - ADR,Depository Receipt,Materials,Metals & Mining,Steel
GVDNY,Givaudan SA,Depository Receipt,Materials,Chemicals,Specialty Chemicals
MONDY,Mondi plc,Depository Receipt,Materials,Paper & Forest Products,Paper Products
CMTOY,Cementos Argos SA,Depository Receipt,Materials,Construction Materials,Construction Materials
VLPNY,Voestalpine AG,Depository Receipt,Materials,Metals & Mining,Steel
HCHDY,Hochschild Mining PLC,Depository Receipt,Materials,Metals & Mining,Gold
INCZY,Incitec Pivot Ltd,Depository Receipt,Materials,Chemicals,Diversified Chemicals
KURRY,Kuraray Co Ltd,Depository Receipt,Materials,Chemicals,Commodity Chemicals
MTLHY,Mitsubishi Chemical Group Corporation,Depository Receipt,Materials,Chemicals,Diversified Chemicals
SHECY,Shin-Etsu Chemical Co Ltd,Depository Receipt,Materials,Chemicals,Specialty Chemicals
SHWDY,Resonac Holdings Corporation,Depository Receipt,Materials,Chemicals,Diversified Chemicals
SOMMY,Sumitomo Chemical Co Ltd,Depository Receipt,Materials,Chemicals,Diversified Chemicals
SYIEY,Symrise AG,Depository Receipt,Materials,Chemicals,Specialty Chemicals
BDNNY,Boliden AB (publ),Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
ANIOY,"Acerinox SA, Madrid",Depository Receipt,Materials,Metals & Mining,Steel
HCMLY,Holcim Ltd,Depository Receipt,Materials,Construction Materials,Construction Materials
CBUMY,China National Building Material Company Limited,Depository Receipt,Materials,Construction Materials,Construction Materials
AHCHY,Anhui Conch Cement Co Ltd,Depository Receipt,Materials,Construction Materials,Construction Materials
LYSDY,Lynas Rare Earths Limited,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
ERMAY,Eramet SA,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
OCLDY,Orica Ltd,Depository Receipt,Materials,Chemicals,Commodity Chemicals
JSCPY,JSR Corporation,Depository Receipt,Materials,Chemicals,Specialty Chemicals
BLSFY,Bluescope Steel Ltd,Depository Receipt,Materials,Metals & Mining,Steel
CSNVY,Corbion NV,Depository Receipt,Materials,Chemicals,Specialty Chemicals
KPLUY,K&S AG,Depository Receipt,Materials,Chemicals,Fertilizers & Agricultural Chemicals
PSGTY,PT Semen Indonesia (Persero) Tbk,Depository Receipt,Materials,Construction Materials,Construction Materials
ZIJMY,Zijin Mining Group Co Ltd,Depository Receipt,Materials,Metals & Mining,Gold
AIAGY,Aurubis AG,Depository Receipt,Materials,Metals & Mining,Copper
SSAAY,SSAB Corp,Depository Receipt,Materials,Metals & Mining,Steel
UMICY,Umicore SA,Depository Receipt,Materials,Chemicals,Specialty Chemicals
HDELY,Heidelberg Materials AG,Depository Receipt,Materials,Construction Materials,Construction Materials
NMTAY,Neometals Ltd,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
LNXSY,Lanxess AG,Depository Receipt,Materials,Chemicals,Diversified Chemicals
APEMY,Aperam SA,Depository Receipt,Materials,Metals & Mining,Steel
COIHY,Croda International PLC,Depository Receipt,Materials,Chemicals,Specialty Chemicals
GLNCY,Glencore Plc,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
TKAMY,thyssenkrupp AG,Depository Receipt,Materials,Metals & Mining,Steel
FUPBY,Fuchs SE,Depository Receipt,Materials,Chemicals,Commodity Chemicals
CPAC,Cementos Pacasmayo SAA,Depository Receipt,Materials,Construction Materials,Construction Materials
FSUGY,Fortescue Ltd,Depository Receipt,Materials,Metals & Mining,Steel
SMMYY,Sumitomo Metal Mining Co Ltd,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
SBSW,Sibanye-Stillwater Limited,Depository Receipt,Materials,Metals & Mining,Precious Metals & Minerals
SXYAY,"Sika AG, Baar",Depository Receipt,Materials,Chemicals,Specialty Chemicals
FEEXY,Ferrexpo PLC,Depository Receipt,Materials,Metals & Mining,Steel
SVJTY,Severstal PJSC,Depository Receipt,Materials,Metals & Mining,Steel
ELMTY,Elementis PLC,Depository Receipt,Materials,Chemicals,Specialty Chemicals
EVKIY,Evonik Industries AG,Depository Receipt,Materials,Chemicals,Specialty Chemicals
SRHYY,Syrah Resources Limited,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
SOUHY,South32 Ltd,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
ORRYY,Orora Ltd,Depository Receipt,Materials,Containers & Packaging,"Metal, Glass & Plastic Containers"
SLVYY,"Solvay SA, Bruxelles",Depository Receipt,Materials,Chemicals,Diversified Chemicals
EVMNY,Evolution Mining Ltd,Depository Receipt,Materials,Metals & Mining,Gold
COVTY,Covestro AG,Depository Receipt,Materials,Chemicals,Specialty Chemicals
LOMA,Loma Negra Compania Industrial Argentina Sociedad ,Depository Receipt,Materials,Construction Materials,Construction Materials
ADMLF,Adriatic Metals PLC,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
UPMMY,UPM Kymmene Oyj,Depository Receipt,Materials,Paper & Forest Products,Paper Products
NSTYY,Northern Star Resources Ltd,Depository Receipt,Materials,Metals & Mining,Gold
GNENY,Ganfeng Lithium Group Co Ltd,Depository Receipt,Materials,Chemicals,Specialty Chemicals
CODQL,Coronado Global Resources Inc,Depository Receipt,Materials,Metals & Mining,Steel
PLLTL,Piedmont Lithium Inc,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
IPX,IperionX Limited,Depository Receipt,Materials,Metals & Mining,Precious Metals & Minerals
IONR,Ioneer Ltd,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
NWGL,Nature Wood Group Ltd,Depository Receipt,Materials,Paper & Forest Products,Forest Products
DSFIY,DSM Firmenich AG,Depository Receipt,Materials,Chemicals,Specialty Chemicals
ALB/PA,Albemarle Corp,Depository Receipt,Materials,Chemicals,Specialty Chemicals
NVA,Nova Minerals Limited,Depository Receipt,Materials,Metals & Mining,Diversified Metals & Mining
ADDYY,Adidas AG,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
BRDCY,Bridgestone Corp,Depository Receipt,Consumer Discretionary,Automobile Components,Tires & Rubber
CYRBY,Cyrela Brazil Realty SA,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
CMPGY,Compass Group PLC,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
TCOM,Trip com Group Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
CTTAY,Continental AG,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
CUK,Carnival Corporation & Plc,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
DNZOY,Denso Corp,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
ELUXY,Electrolux AB,Depository Receipt,Consumer Discretionary,Household Durables,Household Appliances
HMC,Honda Motor Co Ltd,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
HYMTF,Hyundai Motor Co,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
ISUZY,Isuzu Motors Ltd,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
JDWPY,J D Wetherspoon PLC,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
KGFHY,Kingfisher PLC,Depository Receipt,Consumer Discretionary,Specialty Retail,Home Improvement Retail
LVMUY,LVMH Moet Hennessy Louis Vuitton SE,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
NINOY,Nikon Corp,Depository Receipt,Consumer Discretionary,Household Durables,Consumer Electronics
NPSNY,Naspers Ltd,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
NSANY,Nissan Motor Co Ltd,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
NTZ,Natuzzi SPA,Depository Receipt,Consumer Discretionary,Household Durables,Home Furnishings
PSO,Pearson PLC,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
GMALY,Genting Malaysia Bhd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
SDXAY,Sodexo S A,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SGAMY,Sega Sammy Holdings Inc,Depository Receipt,Consumer Discretionary,Leisure Products,Leisure Products
SHCAY,Sharp Corp,Depository Receipt,Consumer Discretionary,Household Durables,Consumer Electronics
SKHSY,Sekisui House Ltd,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
SMTOY,Sumitomo Electric Industries Ltd,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
SONY,Sony Group Corporation,Depository Receipt,Consumer Discretionary,Household Durables,Consumer Electronics
TM,Toyota Motor Corp,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
TSYHY,TravelSky Technology Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
VLEEY,Valeo SE,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
WACLY,Wacoal Holdings Corp,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
YAMCY,Yamaha Corp,Depository Receipt,Consumer Discretionary,Leisure Products,Leisure Products
FUJHY,Subaru Corp,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
WLWHY,"Woolworths Holdings Ltd, South Africa",Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
IHG,Intercontinental Hotels Group PLC,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
GEBHY,Genting Berhad,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
EDU,New Oriental Education & Technology Group Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
MLCO,Melco Resorts & Entertainment Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
GFASY,Gafisa SA,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
HNNMY,"Hennes & Mauritz Ab, Stockholm",Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
AACG,ATA Creativity Global,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
TWODY,Taylor Wimpey PLC,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
BMWYY,Bayerische Motoren Werke AG,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
BYDDY,Byd Company Ltd,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
DQJCY,Pan Pacific International Holdings Corp,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
ESPGY,Esprit Holdings Ltd,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
FRCOY,Fast Retailing Co Ltd,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
JTEKY,JTekt Corporation,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
MGDDY,Compagnie Generale des Etablissements Michelin Soc,Depository Receipt,Consumer Discretionary,Automobile Components,Tires & Rubber
MZDAY,Mazda Motor Corp,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
NXGPY,Next PLC,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
SZKMY,Suzuki Motor Corp,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
USSJY,Uss Co Ltd,Depository Receipt,Consumer Discretionary,Specialty Retail,Automotive Retail
YUEIY,Yue Yuen Industrial (Holdings) Ltd,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
MBPFY,Mitchells & Butlers plc,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
ACCYY,Accor SA,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
PPRUY,Kering,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
WFAFY,Wesfarmers Ltd,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
PSMMY,Persimmon PLC,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
WTBDY,Whitbread PLC,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
TDBOY,Toyota Boshoku Corp,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
CFRUY,Compagnie Financiere Richemont SA,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
ACKAY,Arcelik AS,Depository Receipt,Consumer Discretionary,Household Durables,Household Appliances
HESAY,Hermes International SA,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
LNNGY,Li Ning Company Limited,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
PKSGY,Parkson Retail Group Limited,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
PDGRY,PDG Realty SA Empreendimentos E Par,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
GIGNY,Genting Singapore Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
CHDRY,Christian Dior SE,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
HNORY,Harvey Norman Holdings Limited,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
POAHY,Porsche Automobil Holding SE,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
NWRLY,New World Department Store China Limited,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
IDEXY,Industria De Diseno Textil Inditex SA,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
SIETY,D'Ieteren Group SA,Depository Receipt,Consumer Discretionary,Distributors,Distributors
DNFGY,Dongfeng Motor Group Co,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
BSDGY,Bosideng International Holdings Ltd,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
SWGAY,Swatch Group AG,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
BURBY,Burberry Group PLC,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
GELYY,Geely Automobile Holdings Ltd,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
WYNMY,Wynn Macau Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
HTHT,H World Group Limited,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
SCHYY,Sands China Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
ASOMY,Asos PLC,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
AMBO,Ambow Education Holding Ltd,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
AMADY,Amadeus IT Group SA,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
TAL,TAL Education Group,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
PMDKY,PT Mitra Adiperkasa Tbk,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
PANDY,Pandora AS,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
LASLY,Lentuo International Inc,Depository Receipt,Consumer Discretionary,Specialty Retail,Automotive Retail
MTTRY,Ceconomy AG,Depository Receipt,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail
BLWYY,Bellway PLC,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
BTDPY,Barratt Developments PLC,Depository Receipt,Consumer Discretionary,Household Durables,Homebuilding
ADPXY,Audio Pixels Holdings Ltd,Depository Receipt,Consumer Discretionary,Household Durables,Consumer Electronics
MRPLY,Mr. Price Group Ltd,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
DPUKY,Domino's Pizza Group PLC,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
PRDSY,Prada SPA,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
NKRKY,Nokian Renkaat Oyj,Depository Receipt,Consumer Discretionary,Automobile Components,Tires & Rubber
GWLLY,Great Wall Motor Co,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
HENGY,Hengdeli Holdings Ltd,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
VIPS,Vipshop Holdings Limited,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
KOTMY,Koito Manufacturing Co Ltd,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
DUFRY,Avolta AG,Depository Receipt,Consumer Discretionary,Specialty Retail,Other Specialty Retail
MCHVY,MGM China Holdings Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
ANPDY,ANTA Sports Products Limited,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
NGCRY,Nagacorp Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
BOSSY,Hugo Boss AG,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
LITB,LightInTheBox Holding Co Ltd,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
JEHLY,Johnson Electric Holdings Ltd,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
COGNY,Cogna Educacao S A,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
RKUNY,Rakuten Group Inc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
RYKKY,Ryohin Keikaku Co Ltd,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
ASCCY,ASICS Corporation,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
TCTM,TCTM Kids IT Education Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
MONRY,Moncler SPA,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods","Apparel, Accessories & Luxury Goods"
TOUR,Tuniu Corp,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
JD,JD.com Inc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
BHOOY,Boohoo Group Plc,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
BABA,Alibaba Group Holding Ltd,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
RNLSY,Renault SA,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
BZUN,Baozun Inc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
SMNNY,Shimano Inc,Depository Receipt,Consumer Discretionary,Leisure Products,Leisure Products
ZLNDY,Zalando SE,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
BMRRY,B&M European Value Retail SA,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
HLLGY,HELLA GmbH & Co. KGaA,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
COE,51Talk Online Education Group,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
SRTTY,ZOZO Inc,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
EVVTY,Evolution AB (publ),Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MBGYY,Mercedes Benz Group AG,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
BEDU,Bright Scholar Education Holdings Limited,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
FRSX,Foresight Autonomous Holdings Ltd,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
SECOY,Secoo Holding Limited,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
MYND,Mynd.ai Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
NAAS,NaaS Technology Inc,Depository Receipt,Consumer Discretionary,Specialty Retail,Automotive Retail
PUMSY,PUMA SE,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
FEDU,Four Seasons Education (Cayman) Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
GHG,GreenTree Hospitality Group Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
STG,Sunlands Technology Group,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
ELLRY,"Elringklinger AG, Dettingen/Erms",Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
UXIN,Uxin Limited,Depository Receipt,Consumer Discretionary,Specialty Retail,Automotive Retail
CANG,Cango Inc,Depository Receipt,Consumer Discretionary,Specialty Retail,Automotive Retail
PDD,PDD Holdings Inc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
VWAGY,Volkswagen AG,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
NIO,NIO Inc,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
VIOT,Viomi Technology Co Ltd,Depository Receipt,Consumer Discretionary,Household Durables,Household Appliances
MCARY,Mercari Inc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
MPNGY,Meituan,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
NIU,Niu Technologies,Depository Receipt,Consumer Discretionary,Automobiles,Motorcycle Manufacturers
MSC,Studio City International Holdings Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MOGU,MOGU Inc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
ARGGY,Aston Martin Lagonda Global Holdings plc,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
JMIA,Jumia Technologies AG,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
YJ,Yunji Inc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
LKNCY,Luckin Coffee Inc,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
GOTU,Gaotu Techedu Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
PROSY,Prosus NV,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
JTKWY,Just Eat Takeaway.com N.V.,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DAO,Youdao Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
GMVHY,Entain PLC,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Casinos & Gaming
MGLUY,Magazine Luiza S A,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
PETRY,Vibra Energia S.A.,Depository Receipt,Consumer Discretionary,Specialty Retail,Automotive Retail
LI,Li Auto Inc,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
XPEV,XPeng Inc,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
BQ,Boqii Holding Ltd,Depository Receipt,Consumer Discretionary,Specialty Retail,Other Specialty Retail
LXEH,Lixiang Education Holding Co Ltd,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
MNSO,MINISO Group Holding Ltd,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
THGHY,THG Plc,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
YQ,17 Education & Technology Group Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
MRM,MEDIROM Healthcare Technologies Inc,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Specialized Consumer Services
MYTE,MYT Netherlands Parent BV,Depository Receipt,Consumer Discretionary,Specialty Retail,Apparel Retail
DELHY,Delivery Hero SE,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
FHSEY,First High-School Education Group Co Ltd,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
EM,Smart Share Global Limited,Depository Receipt,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail
LOT,Lotus Technology Inc,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
PSNY,Polestar Automotive Holding UK PLC,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
PSNYW,Polestar Automotive Holding UK PLC,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
RERE,ATRenew Inc,Depository Receipt,Consumer Discretionary,Specialty Retail,Computer & Electronics Retail
HEPS,D Market Elektronik Hizmetler ve Ticaret A S,Depository Receipt,Consumer Discretionary,Broadline Retail,Broadline Retail
DLVEY,Deliveroo plc,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
DRMTY,Dr. Martens plc,Depository Receipt,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
VLVCY,Volvo Car AB publ,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
TKLF,Yoshitsu Co Ltd,Depository Receipt,Consumer Discretionary,Specialty Retail,Other Specialty Retail
JZ,Jianzhi Education Technology Group Co Ltd,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
DRPRY,DR. ING. H.C. F. PORSCHE AG,Depository Receipt,Consumer Discretionary,Automobiles,Automobile Manufacturers
ATAT,Atour Lifestyle Holdings Ltd,Depository Receipt,Consumer Discretionary,"Hotels, Restaurants & Leisure","Hotels, Resorts & Cruise Lines"
QSG,QuantaSing Group Ltd,Depository Receipt,Consumer Discretionary,Diversified Consumer Services,Education Services
HSAI,Hesai Group,Depository Receipt,Consumer Discretionary,Automobile Components,Automotive Parts & Equipment
